iter	Passed	Remaining
253	1429	4198
254	1435	4192
255	1440	4186
256	1446	4180
257	1451	4175
258	1457	4171
259	1463	4166
260	1469	4160
261	1474	4153
262	1480	4147
263	1486	4144
264	1492	4139
265	1497	4132
266	1503	4127
267	1509	4122
268	1514	4116
269	1520	4109
270	1525	4104
271	1530	4097
272	1536	4092
273	1542	4086
274	1547	4081
275	1553	4075
276	1559	4069
277	1565	4064
278	1570	4057
279	1575	4051
280	1581	4047
281	1587	4042
282	1592	4034
283	1597	4028
284	1603	4023
285	1609	4018
286	1615	4013
287	1621	4008
288	1626	4002
289	1632	3995
290	1637	3989
291	1642	3983
292	1647	3975
293	1653	3970
294	1658	3964
295	1664	3959
296	1670	3953
297	1675	3948
298	1681	3942
299	1687	3937
300	1692	3931
301	1698	3925
302	1703	3917
303	1708	3912
304	1714	3905
305	1719	3900
306	1724	3893
307	1730	3888
308	1736	3882
309	1742	3877
310	1747	3871
311	1753	3865
312	1758	3860
313	1764	3854
314	1769	3848
315	1774	3841
316	1780	3835
317	1785	3829
318	1790	3822
319	1796	3817
320	1802	3812
321	1808	3807
322	1813	3801
323	1819	3795
324	1822	3785
325	1827	3778
326	1833	3773
327	1837	3764
328	1842	3758
329	1848	3752
330	1854	3747
331	1858	3740
332	1864	3733
333	1869	3728
334	1874	3721
335	1880	3716
336	1886	3711
337	1891	3705
338	1897	3699
339	1903	3694
340	1908	3688
341	1914	3683
342	1920	3678
343	1925	3672
344	1931	3666
345	1936	3660
346	1942	3654
347	1947	3649
348	1953	3643
349	1958	3637
350	1964	3632
351	1970	3627
352	1976	3622
353	1981	3616
354	1987	3610
355	1993	3605
356	1999	3600
357	2004	3594
358	2009	3588
359	2015	3583
360	2020	3576
361	2026	3570
362	2031	3565
363	2037	3560
364	2043	3555
365	2049	3550
366	2054	3544
367	2060	3538
368	2066	3533
369	2072	3528
370	2077	3522
371	2083	3517
372	2088	3511
373	2094	3504
374	2099	3498
375	2105	3494
376	2111	3488
377	2117	3483
378	2123	3479
379	2129	3474
380	2135	3468
381	2140	3462
382	2145	3456
383	2151	3450
384	2156	3444
385	2161	3438
386	2166	3432
387	2172	3426
388	2178	3421
389	2184	3416
390	2190	3411
391	2196	3406
392	2203	3402
393	2208	3396
394	2214	3391
395	2219	3385
396	2225	3380
397	2231	3375
398	2237	3369
399	2243	3364
400	2249	3359
401	2254	3354
402	2259	3347
403	2265	3342
404	2271	3337
405	2277	3331
406	2283	3326
407	2288	3320
408	2294	3314
409	2299	3309
410	2305	3304
411	2311	3298
412	2316	3292
413	2322	3287
414	2327	3280
415	2332	3274
416	2337	3268
417	2343	3263
418	2349	3258
419	2355	3253
420	2361	3247
421	2367	3242
422	2373	3237
423	2379	3231
424	2384	3226
425	2390	3220
426	2395	3214
427	2401	3210
428	2407	3204
429	2413	3198
430	2418	3192
431	2423	3186
432	2429	3181
433	2434	3175
434	2440	3169
435	2446	3164
436	2451	3158
437	2457	3152
438	2462	3147
439	2468	3141
440	2474	3136
441	2479	3130
442	2485	3124
443	2489	3117
444	2495	3112
445	2501	3106
446	2506	3101
447	2512	3095
448	2518	3090
449	2523	3084
450	2529	3079
451	2534	3073
452	2540	3067
453	2546	3061
454	2551	3056
455	2556	3050
456	2562	3044
457	2567	3038
458	2573	3033
459	2578	3027
460	2594	3033
461	2600	3027
462	2605	3022
463	2611	3016
464	2617	3011
465	2622	3005
466	2627	2999
467	2633	2994
468	2639	2988
469	2642	2980
470	2648	2974
471	2653	2968
472	2658	2962
473	2664	2957
474	2670	2951
475	2675	2945
476	2681	2939
477	2686	2934
478	2691	2927
479	2696	2921
480	2702	2915
481	2708	2910
482	2713	2904
483	2718	2898
484	2724	2893
485	2729	2887
486	2735	2881
487	2741	2876
488	2746	2870
489	2752	2865
490	2758	2859
491	2763	2853
492	2769	2847
493	2774	2841
494	2779	2836
495	2785	2830
496	2791	2824
497	2797	2819
498	2802	2813
499	2808	2808
500	2814	2802
501	2819	2796
502	2825	2791
503	2830	2785
504	2833	2777
505	2839	2772
506	2844	2766
507	2850	2761
508	2856	2755
509	2862	2749
510	2867	2744
511	2873	2738
512	2879	2733
513	2885	2727
514	2890	2722
515	2896	2716
516	2902	2711
517	2907	2705
518	2913	2700
519	2918	2694
520	2925	2689
521	2931	2684
522	2936	2678
523	2941	2672
524	2947	2666
525	2952	2660
526	2957	2654
527	2964	2649
528	2970	2644
529	2974	2637
530	2980	2632
531	2985	2626
532	2991	2620
533	2996	2615
534	3002	2609
535	3008	2604
536	3013	2597
537	3018	2592
538	3023	2586
539	3029	2580
540	3034	2574
541	3040	2569
542	3045	2563
543	3051	2557
544	3060	2554
545	3066	2549
546	3072	2544
547	3077	2538
548	3083	2533
549	3090	2528
550	3095	2522
551	3101	2516
552	3107	2511
553	3112	2505
554	3118	2500
555	3123	2494
556	3128	2488
557	3134	2483
558	3140	2477
559	3145	2471
560	3151	2466
561	3157	2460
562	3163	2455
563	3168	2449
564	3174	2443
565	3179	2438
566	3185	2432
567	3190	2426
568	3196	2420
569	3201	2415
570	3207	2409
571	3212	2403
572	3219	2399
573	3225	2393
574	3231	2388
575	3236	2382
576	3242	2377
577	3247	2371
578	3253	2365
579	3259	2360
580	3264	2354
581	3270	2348
582	3276	2343
583	3281	2337
584	3287	2332
585	3292	2326
586	3298	2320
587	3304	2315
588	3310	2310
589	3316	2304
590	3322	2299
591	3327	2293
592	3333	2288
593	3339	2282
594	3345	2277
595	3350	2271
596	3356	2265
597	3361	2259
598	3368	2254
599	3373	2249
600	3379	2243
601	3385	2238
602	3391	2232
603	3396	2227
604	3402	2221
605	3408	2216
606	3414	2210
607	3420	2205
608	3425	2199
609	3431	2194
610	3437	2188
611	3443	2182
612	3448	2177
613	3454	2171
614	3460	2166
615	3466	2160
616	3471	2155
617	3476	2149
618	3482	2143
619	3488	2138
620	3494	2132
621	3499	2126
622	3505	2121
623	3511	2115
624	3516	2110
625	3522	2104
626	3528	2098
627	3533	2093
628	3539	2087
629	3545	2082
630	3551	2076
631	3556	2070
632	3561	2065
633	3566	2059
634	3572	2053
635	3578	2047
636	3584	2042
637	3589	2036
638	3595	2031
639	3600	2025
640	3606	2019
641	3611	2013
642	3616	2007
643	3621	2002
644	3628	1996
645	3633	1991
646	3638	1985
647	3644	1979
648	3649	1973
649	3655	1968
650	3660	1962
651	3666	1956
652	3671	1951
653	3677	1945
654	3683	1940
655	3689	1934
656	3696	1929
657	3701	1923
658	3707	1918
659	3712	1912
660	3718	1906
661	3724	1901
662	3729	1895
663	3736	1890
664	3742	1885
665	3748	1879
666	3755	1874
667	3760	1868
668	3766	1863
669	3771	1857
670	3776	1851
671	3782	1846
672	3788	1840
673	3793	1834
674	3799	1829
675	3805	1823
676	3811	1818
677	3816	1812
678	3822	1807
679	3828	1801
680	3833	1795
681	3838	1789
682	3844	1784
683	3849	1778
684	3855	1772
685	3860	1767
686	3866	1761
687	3872	1755
688	3877	1750
689	3883	1744
690	3888	1738
691	3894	1733
692	3898	1727
693	3904	1721
694	3909	1715
695	3915	1710
696	3921	1704
697	3927	1699
698	3933	1693
699	3938	1688
700	3944	1682
701	3950	1676
702	3956	1671
703	3961	1665
704	3966	1659
705	3972	1654
706	3977	1648
707	3982	1642
708	3988	1636
709	3994	1631
710	3999	1625
711	4005	1620
712	4012	1614
713	4017	1609
714	4023	1603
715	4028	1598
716	4034	1592
717	4040	1586
718	4045	1580
719	4050	1575
720	4055	1569
721	4061	1563
722	4066	1558
723	4072	1552
724	4077	1546
725	4083	1541
726	4089	1535
727	4094	1529
728	4099	1523
729	4105	1518
730	4110	1512
731	4116	1507
732	4122	1501
733	4127	1495
734	4132	1489
735	4137	1484
736	4143	1478
737	4149	1472
738	4154	1467
739	4160	1461
740	4165	1455
741	4171	1450
742	4176	1444
743	4181	1438
744	4186	1433
745	4192	1427
746	4197	1421
747	4203	1416
748	4208	1410
749	4213	1404
750	4219	1398
751	4224	1393
752	4229	1387
753	4235	1381
754	4240	1376
755	4246	1370
756	4251	1364
757	4257	1359
758	4262	1353
759	4267	1347
760	4272	1341
761	4278	1336
762	4283	1330
763	4289	1324
764	4294	1319
765	4300	1313
766	4305	1307
767	4310	1302
768	4315	1296
769	4321	1290
770	4326	1285
771	4332	1279
772	4338	1274
773	4343	1268
774	4349	1262
775	4355	1257
776	4361	1251
777	4366	1245
778	4372	1240
779	4377	1234
780	4383	1229
781	4389	1223
782	4395	1218
783	4400	1212
784	4406	1206
785	4412	1201
786	4418	1195
787	4423	1190
788	4429	1184
789	4435	1179
790	4441	1173
791	4447	1167
792	4453	1162
793	4458	1156
794	4464	1151
795	4470	1145
796	4475	1140
797	4481	1134
798	4487	1128
799	4492	1123
800	4497	1117
801	4503	1111
802	4508	1106
803	4514	1100
804	4520	1095
805	4526	1089
806	4531	1083
807	4537	1078
808	4542	1072
809	4548	1066
810	4554	1061
811	4560	1055
812	4565	1050
813	4570	1044
814	4576	1038
815	4581	1033
816	4586	1027
817	4592	1021
818	4598	1016
819	4603	1010
820	4609	1004
821	4614	999
822	4620	993
823	4625	988
824	4631	982
825	4637	976
826	4642	971
827	4647	965
828	4653	959
829	4659	954
830	4664	948
831	4670	942
832	4675	937
833	4680	931
834	4686	926
835	4692	920
836	4697	914
837	4703	909
838	4709	903
839	4715	898
840	4720	892
841	4726	886
842	4731	881
843	4737	875
844	4742	870
845	4748	864
846	4754	858
847	4760	853
848	4765	847
849	4771	841
850	4776	836
851	4782	830
852	4787	824
853	4792	819
854	4798	813
855	4803	808
856	4809	802
857	4815	796
858	4821	791
859	4826	785
860	4832	780
861	4837	774
862	4843	768
863	4849	763
864	4854	757
865	4860	752
866	4865	746
867	4871	740
868	4876	735
869	4882	729
870	4887	723
871	4893	718
872	4898	712
873	4904	707
874	4909	701
875	4915	695
876	4920	690
877	4925	684
878	4931	678
879	4936	673
880	4942	667
881	4947	661
882	4953	656
883	4958	650
884	4963	645
885	4969	639
886	4975	633
887	4981	628
888	4986	622
889	4991	616
890	4997	611
891	5003	605
892	5008	600
893	5014	594
894	5020	588
895	5025	583
896	5030	577
897	5036	572
898	5042	566
899	5047	560
900	5053	555
901	5059	549
902	5065	544
903	5070	538
904	5076	532
905	5082	527
906	5087	521
907	5093	516
908	5099	510
909	5105	504
910	5110	499
911	5115	493
912	5120	487
913	5126	482
914	5131	476
915	5136	471
916	5142	465
917	5148	459
918	5154	454
919	5160	448
920	5165	443
921	5171	437
922	5177	431
923	5182	426
924	5188	420
925	5193	415
926	5199	409
927	5205	403
928	5210	398
929	5215	392
930	5221	386
931	5227	381
932	5233	375
933	5238	370
934	5244	364
935	5250	358
936	5256	353
937	5261	347
938	5267	342
939	5273	336
940	5279	331
941	5285	325
942	5290	319
943	5296	314
944	5302	308
945	5308	302
946	5313	297
947	5318	291
948	5324	286
949	5329	280
950	5335	274
951	5341	269
952	5347	263
953	5353	258
954	5358	252
955	5363	246
956	5369	241
957	5374	235
958	5380	230
959	5385	224
960	5390	218
961	5396	213
962	5402	207
963	5408	201
964	5413	196
965	5419	190
966	5425	185
967	5430	179
968	5435	173
969	5441	168
970	5446	162
971	5452	157
972	5458	151
973	5463	145
974	5468	140
975	5474	134
976	5480	129
977	5486	123
978	5491	117
979	5497	112
980	5503	106
981	5508	100
982	5514	95
983	5520	89
984	5527	84
985	5532	78
986	5538	72
987	5543	67
988	5549	61
989	5555	56
990	5560	50
991	5566	44
992	5571	39
993	5577	33
994	5583	28
995	5588	22
996	5594	16
997	5599	11
998	5605	5
999	5610	0
